team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2022,BOS,BOS,Team Level,all,59,0.55,0.51,0.52,215079.0,1933.34,204.82,139.42,434.04,63.07,1036.16,751.5,197.26,207.06,199.46,1957.0,672.0,844.0,3473.0,220.0,170.0,32.0,428.0,66.0,777.0,968.0,1737.0,2409.0,244.0,548.0,1842.0,1377.0,398.0,553.0,1788.0,639.0,202.0,54.71,80.14,69.97,76.0,82.0,62.0,3551.43,2629.0,2678.51,223.0,31.17,36.6,36.64,199.35,201.71,197.34,1759.98,170.69,124.05,401.8,57.79,961.94,696.78,161.64,169.2,160.23,1729.0,685.0,858.0,3272.0,123.0,152.0,13.0,418.0,64.0,764.0,893.0,1606.0,2291.0,241.0,542.0,1520.0,1550.0,556.0,602.0,1726.0,516.0,172.0,49.02,63.6,58.06,37.0,47.0,39.0,3211.43,2414.0,2381.0,283.0,27.97,33.81,33.96,164.64,163.24,158.61
BOS,2022,BOS,BOS,Team Level,5on5,59,0.54,0.51,0.52,169626.0,1476.68,134.83,101.14,347.05,47.95,789.59,585.43,130.75,137.08,132.95,1485.0,521.0,647.0,2653.0,145.0,126.0,22.0,349.0,53.0,578.0,755.0,1340.0,1861.0,201.0,460.0,1355.0,1260.0,328.0,448.0,1416.0,473.0,117.0,43.55,59.18,32.11,62.0,59.0,24.0,2731.43,2006.0,2055.51,195.0,21.03,25.39,25.43,130.44,132.8,131.08,1348.51,113.35,89.72,321.8,44.15,730.79,549.25,109.27,111.86,107.86,1335.0,515.0,691.0,2541.0,81.0,112.0,7.0,335.0,48.0,575.0,699.0,1254.0,1769.0,207.0,472.0,1142.0,1426.0,465.0,505.0,1370.0,377.0,103.0,38.83,46.34,28.18,32.0,34.0,15.0,2480.43,1850.0,1817.0,250.0,18.59,22.34,22.49,109.38,107.97,106.1
BOS,2022,BOS,BOS,Team Level,4on5,59,0.17,0.19,0.2,18633.0,54.93,5.29,2.99,7.57,1.69,18.48,38.98,5.19,5.29,5.19,66.0,9.0,18.0,93.0,4.0,3.0,0.0,8.0,0.0,12.0,48.0,62.0,71.0,11.0,24.0,163.0,71.0,48.0,23.0,52.0,20.0,3.0,1.79,2.64,0.86,2.0,2.0,0.0,93.0,75.0,75.0,17.0,0.68,0.27,0.27,5.69,5.69,5.61,219.07,26.74,20.45,45.8,7.16,132.62,69.23,25.88,26.74,25.88,204.0,98.0,96.0,398.0,25.0,21.0,3.0,50.0,8.0,108.0,90.0,179.0,277.0,14.0,28.0,149.0,30.0,19.0,58.0,208.0,65.0,29.0,5.15,8.07,13.52,4.0,7.0,14.0,398.0,302.0,302.0,5.0,5.33,5.12,5.12,26.94,26.94,26.36
BOS,2022,BOS,BOS,Team Level,5on4,59,0.89,0.88,0.87,17674.0,286.73,36.19,26.75,60.59,9.64,169.67,89.16,33.9,36.19,33.9,292.0,100.0,128.0,520.0,42.0,31.0,8.0,57.0,9.0,141.0,112.0,250.0,350.0,18.0,36.0,214.0,22.0,6.0,62.0,260.0,86.0,46.0,6.64,10.64,18.91,5.0,15.0,22.0,520.0,392.0,392.0,4.0,6.97,8.23,8.23,34.93,34.93,33.07,45.33,4.57,2.36,6.02,1.29,13.66,31.09,4.5,4.57,4.5,49.0,10.0,9.0,68.0,3.0,0.0,0.0,6.0,0.0,6.0,44.0,46.0,56.0,9.0,20.0,120.0,67.0,46.0,25.0,38.0,14.0,7.0,1.01,1.69,1.87,0.0,0.0,3.0,68.0,59.0,59.0,24.0,0.54,0.0,0.0,5.11,5.11,5.02
MTL,2022,MTL,MTL,Team Level,other,59,0.35,0.47,0.46,6983.0,96.65,17.3,7.54,17.22,3.26,51.68,33.0,15.59,17.3,15.59,95.0,35.0,52.0,182.0,18.0,9.0,1.0,9.0,3.0,48.0,43.0,77.0,112.0,6.0,15.0,89.0,14.0,7.0,22.0,59.0,45.0,26.0,2.39,5.47,9.44,5.0,5.0,8.0,182.0,130.0,130.0,16.0,2.18,2.91,2.75,16.73,16.73,15.66,112.59,32.21,7.73,17.71,3.63,56.88,34.83,28.37,32.21,28.37,111.0,42.0,50.0,203.0,29.0,8.0,0.0,11.0,4.0,56.0,45.0,82.0,124.0,10.0,25.0,92.0,23.0,13.0,23.0,66.0,36.0,51.0,2.49,4.19,25.53,3.0,7.0,19.0,203.0,153.0,153.0,19.0,2.35,3.87,3.87,30.7,30.7,27.83
MTL,2022,MTL,MTL,Team Level,all,59,0.41,0.45,0.45,214717.0,1631.99,161.04,114.84,373.82,53.37,882.16,649.78,153.99,160.12,153.12,1645.0,590.0,842.0,3077.0,159.0,148.0,29.0,341.0,40.0,725.0,822.0,1486.0,2076.0,241.0,573.0,1609.0,1130.0,368.0,712.0,1582.0,477.0,176.0,46.92,59.17,54.94,46.0,63.0,50.0,3045.46,2235.0,2218.75,537.0,25.46,32.7,32.81,153.7,153.09,149.73,1991.39,230.06,144.73,451.71,66.18,1076.3,754.0,214.67,232.09,216.63,1986.0,737.0,1002.0,3725.0,214.0,222.0,35.0,379.0,53.0,935.0,920.0,1772.0,2509.0,223.0,520.0,1655.0,1207.0,419.0,682.0,1849.0,591.0,283.0,56.59,73.94,99.54,47.0,84.0,83.0,3777.57,2723.0,2752.83,505.0,32.58,53.22,53.29,209.36,211.12,202.79
MTL,2022,MTL,MTL,Team Level,5on5,59,0.44,0.46,0.46,171256.0,1279.51,114.34,85.13,302.7,41.59,692.51,521.73,110.43,113.42,109.56,1286.0,472.0,678.0,2436.0,114.0,111.0,24.0,290.0,26.0,574.0,643.0,1172.0,1644.0,207.0,499.0,1216.0,1052.0,310.0,602.0,1292.0,353.0,113.0,37.96,44.31,32.07,39.0,49.0,26.0,2404.46,1758.0,1741.75,457.0,17.67,24.79,25.06,106.95,106.35,104.78,1491.46,144.4,102.98,357.79,49.56,799.62,585.65,137.79,146.42,139.75,1481.0,559.0,776.0,2816.0,135.0,167.0,22.0,306.0,42.0,658.0,732.0,1346.0,1905.0,197.0,465.0,1248.0,1126.0,342.0,590.0,1432.0,440.0,168.0,44.24,55.47,44.69,38.0,64.0,33.0,2868.57,2040.0,2069.83,446.0,21.45,35.17,35.24,130.63,132.38,129.93
MTL,2022,MTL,MTL,Team Level,4on5,59,0.08,0.11,0.12,18745.0,44.2,4.23,2.66,7.02,1.53,15.33,30.25,4.11,4.23,4.11,49.0,12.0,14.0,75.0,2.0,1.0,0.0,3.0,0.0,14.0,41.0,47.0,59.0,10.0,25.0,154.0,46.0,44.0,61.0,42.0,17.0,2.0,1.3,2.29,0.64,0.0,2.0,0.0,75.0,61.0,61.0,60.0,0.61,0.27,0.27,4.56,4.56,4.54,337.8,46.96,31.11,68.85,11.35,204.08,101.64,42.12,46.96,42.12,337.0,127.0,170.0,634.0,48.0,44.0,13.0,53.0,7.0,208.0,104.0,289.0,416.0,8.0,14.0,179.0,16.0,17.0,34.0,314.0,96.0,54.0,8.77,11.71,26.48,6.0,13.0,29.0,634.0,464.0,464.0,5.0,8.11,13.53,13.53,41.54,41.54,38.57
MTL,2022,MTL,MTL,Team Level,5on4,59,0.8,0.84,0.81,17733.0,211.62,25.17,19.51,46.89,6.99,122.64,64.79,23.85,25.17,23.85,215.0,71.0,98.0,384.0,25.0,27.0,4.0,39.0,11.0,89.0,95.0,190.0,261.0,18.0,34.0,150.0,18.0,7.0,27.0,189.0,62.0,35.0,5.27,7.1,12.8,2.0,7.0,16.0,384.0,286.0,286.0,4.0,5.01,4.72,4.72,25.46,25.46,24.76,49.54,6.49,2.91,7.37,1.64,15.72,31.89,6.39,6.49,6.39,57.0,9.0,6.0,72.0,2.0,3.0,0.0,9.0,0.0,13.0,39.0,55.0,64.0,8.0,16.0,136.0,42.0,47.0,35.0,37.0,19.0,10.0,1.09,2.56,2.83,0.0,0.0,2.0,72.0,66.0,66.0,35.0,0.67,0.66,0.66,6.5,6.5,6.46
EDM,2022,EDM,EDM,Team Level,other,61,0.56,0.51,0.51,7268.0,110.5,26.12,8.07,17.95,3.42,57.47,34.96,25.23,26.12,25.23,113.0,35.0,46.0,194.0,26.0,6.0,1.0,23.0,1.0,50.0,42.0,87.0,122.0,8.0,16.0,107.0,17.0,25.0,17.0,62.0,51.0,35.0,2.43,6.41,17.28,0.0,9.0,17.0,194.0,148.0,148.0,5.0,2.3,1.82,2.24,26.18,26.18,25.66,106.11,20.52,7.66,20.23,4.41,55.17,35.02,19.32,20.52,19.32,113.0,30.0,40.0,183.0,21.0,10.0,1.0,23.0,3.0,45.0,41.0,92.0,122.0,7.0,14.0,97.0,24.0,20.0,16.0,74.0,42.0,27.0,2.73,5.03,12.76,4.0,6.0,11.0,183.0,143.0,143.0,7.0,2.24,2.5,2.5,20.25,20.25,19.28
EDM,2022,EDM,EDM,Team Level,all,61,0.55,0.52,0.51,221587.0,2009.21,227.45,143.84,442.63,64.89,1079.21,785.98,214.34,228.89,215.8,2044.0,700.0,908.0,3652.0,232.0,169.0,22.0,391.0,60.0,957.0,935.0,1812.0,2512.0,243.0,525.0,1831.0,1379.0,550.0,656.0,1838.0,668.0,238.0,55.95,82.46,89.04,68.0,96.0,68.0,3696.05,2744.0,2772.19,380.0,32.1,38.5,38.68,220.87,222.39,214.66,1909.0,182.99,130.78,444.01,63.95,1051.63,755.64,177.34,182.91,177.27,1930.0,699.0,793.0,3422.0,200.0,158.0,31.0,442.0,55.0,876.0,898.0,1730.0,2429.0,236.0,508.0,1804.0,1547.0,519.0,618.0,1939.0,516.0,174.0,58.29,61.86,62.84,65.0,66.0,69.0,3404.85,2629.0,2619.47,336.0,29.24,30.5,30.55,181.68,181.44,177.86
EDM,2022,EDM,EDM,Team Level,5on5,61,0.54,0.52,0.51,177105.0,1526.87,140.51,104.49,358.14,49.9,825.1,617.87,134.39,141.94,135.85,1545.0,551.0,734.0,2830.0,136.0,126.0,13.0,320.0,48.0,735.0,731.0,1409.0,1960.0,212.0,463.0,1361.0,1292.0,453.0,553.0,1490.0,472.0,134.0,46.11,58.64,35.76,58.0,60.0,18.0,2874.05,2096.0,2124.19,339.0,21.7,26.0,25.76,136.44,137.95,134.79,1453.83,120.53,94.15,352.04,48.02,794.65,594.6,117.71,120.45,117.64,1458.0,546.0,621.0,2625.0,129.0,118.0,25.0,344.0,37.0,673.0,703.0,1329.0,1875.0,209.0,451.0,1372.0,1435.0,441.0,504.0,1515.0,392.0,97.0,46.14,46.88,27.51,55.0,46.0,28.0,2607.85,2004.0,1994.47,295.0,19.43,21.89,22.14,117.82,117.58,116.07
EDM,2022,EDM,EDM,Team Level,4on5,61,0.16,0.14,0.16,19763.0,62.86,7.46,3.23,8.56,1.91,19.21,42.64,7.42,7.46,7.42,69.0,14.0,10.0,93.0,9.0,3.0,1.0,4.0,1.0,13.0,53.0,60.0,74.0,10.0,20.0,184.0,45.0,54.0,37.0,49.0,27.0,7.0,1.72,3.39,2.35,2.0,6.0,1.0,93.0,83.0,83.0,35.0,0.74,0.92,0.92,7.28,7.28,7.27,313.88,39.24,27.47,66.64,10.4,190.62,99.63,37.61,39.24,37.61,321.0,113.0,126.0,560.0,46.0,30.0,5.0,71.0,14.0,148.0,125.0,275.0,388.0,11.0,22.0,187.0,26.0,26.0,64.0,312.0,75.0,47.0,8.38,9.07,21.79,4.0,13.0,29.0,560.0,434.0,434.0,2.0,7.22,6.11,5.9,40.55,40.55,39.47
EDM,2022,EDM,EDM,Team Level,5on4,61,0.95,0.91,0.9,17451.0,308.98,53.37,28.07,57.96,9.67,177.42,90.51,47.3,53.37,47.3,317.0,100.0,118.0,535.0,61.0,34.0,7.0,44.0,10.0,159.0,109.0,256.0,356.0,13.0,26.0,179.0,25.0,18.0,49.0,237.0,118.0,62.0,5.7,14.02,33.66,8.0,21.0,32.0,535.0,417.0,417.0,1.0,7.36,9.75,9.75,50.97,50.97,46.94,35.17,2.72,1.49,5.1,1.12,11.2,26.39,2.7,2.72,2.7,38.0,10.0,6.0,54.0,4.0,0.0,0.0,4.0,1.0,10.0,29.0,34.0,44.0,9.0,21.0,148.0,62.0,32.0,34.0,38.0,7.0,3.0,1.05,0.87,0.8,2.0,1.0,1.0,54.0,48.0,48.0,32.0,0.35,0.0,0.0,3.06,3.06,3.03
NYR,2022,NYR,NYR,Team Level,other,60,0.55,0.53,0.53,7696.0,120.69,29.39,8.46,21.16,4.14,64.88,38.97,28.14,29.39,28.14,106.0,61.0,60.0,227.0,30.0,9.0,1.0,7.0,5.0,68.0,48.0,76.0,137.0,7.0,14.0,101.0,22.0,23.0,19.0,79.0,51.0,37.0,3.16,6.34,19.88,3.0,6.0,21.0,227.0,167.0,167.0,3.0,2.47,2.08,2.08,29.77,29.77,28.7,110.4,24.05,7.97,19.29,3.8,56.22,35.66,21.69,24.05,21.69,110.0,37.0,52.0,199.0,20.0,10.0,3.0,20.0,1.0,51.0,45.0,90.0,127.0,5.0,10.0,84.0,19.0,10.0,19.0,62.0,52.0,33.0,2.12,6.27,15.67,1.0,7.0,12.0,199.0,147.0,147.0,7.0,2.37,4.5,4.5,21.93,21.93,20.4
NYR,2022,NYR,NYR,Team Level,all,60,0.51,0.52,0.53,219042.0,1960.67,191.43,139.39,444.64,65.23,1103.96,786.36,183.88,192.7,185.07,1925.0,806.0,901.0,3632.0,198.0,152.0,13.0,315.0,49.0,1083.0,934.0,1727.0,2533.0,198.0,453.0,1594.0,1532.0,462.0,624.0,2000.0,554.0,177.0,60.4,67.07,63.97,69.0,73.0,56.0,3657.12,2731.0,2746.94,293.0,31.04,27.84,27.84,194.63,195.86,190.74,1774.63,181.24,123.48,406.22,58.49,957.78,698.85,171.87,181.14,171.84,1748.0,679.0,862.0,3289.0,166.0,150.0,26.0,263.0,34.0,856.0,959.0,1582.0,2261.0,217.0,498.0,1672.0,1300.0,415.0,576.0,1712.0,527.0,188.0,50.19,64.92,66.13,58.0,57.0,51.0,3283.42,2427.0,2428.22,284.0,27.42,36.3,36.68,171.97,172.04,167.3
NYR,2022,NYR,NYR,Team Level,5on5,60,0.49,0.51,0.51,178287.0,1457.58,118.53,97.0,347.01,47.93,814.26,603.27,115.07,119.79,116.26,1451.0,577.0,706.0,2734.0,128.0,104.0,9.0,253.0,37.0,789.0,717.0,1323.0,1900.0,173.0,400.0,1213.0,1457.0,379.0,536.0,1541.0,393.0,94.0,45.9,47.22,25.42,53.0,56.0,19.0,2759.12,2028.0,2043.94,269.0,20.02,19.42,19.5,119.06,120.28,118.25,1399.69,121.02,93.33,336.73,46.23,752.58,564.17,116.53,120.93,116.49,1373.0,542.0,704.0,2619.0,114.0,111.0,17.0,213.0,29.0,676.0,773.0,1259.0,1801.0,191.0,443.0,1292.0,1226.0,363.0,474.0,1400.0,403.0,112.0,42.23,49.6,29.19,55.0,38.0,21.0,2613.42,1915.0,1916.22,253.0,19.36,21.93,22.31,118.07,118.14,116.17
NYR,2022,NYR,NYR,Team Level,4on5,60,0.16,0.18,0.2,15653.0,59.21,6.12,3.12,8.55,1.72,17.95,40.53,6.1,6.12,6.1,57.0,21.0,12.0,90.0,5.0,1.0,0.0,5.0,0.0,16.0,51.0,52.0,73.0,7.0,14.0,102.0,38.0,44.0,17.0,51.0,19.0,8.0,1.77,2.27,2.08,2.0,1.0,2.0,90.0,78.0,78.0,15.0,0.73,0.04,0.04,6.81,6.81,6.79,223.27,32.33,20.12,44.14,7.18,135.7,70.51,29.88,32.33,29.88,221.0,89.0,97.0,407.0,30.0,26.0,6.0,28.0,4.0,121.0,101.0,191.0,280.0,14.0,28.0,154.0,15.0,13.0,66.0,212.0,58.0,40.0,4.96,7.15,20.23,2.0,10.0,18.0,407.0,310.0,310.0,8.0,5.22,8.84,8.84,28.71,28.71,27.46
NYR,2022,NYR,NYR,Team Level,5on4,60,0.91,0.9,0.89,17406.0,323.19,37.39,30.8,67.91,11.45,206.86,103.59,34.57,37.39,34.57,311.0,147.0,123.0,581.0,35.0,38.0,3.0,50.0,7.0,210.0,118.0,276.0,423.0,11.0,25.0,178.0,15.0,16.0,52.0,329.0,91.0,38.0,9.56,11.24,16.58,11.0,10.0,14.0,581.0,458.0,458.0,6.0,7.83,6.3,6.22,38.99,38.99,37.01,41.27,3.84,2.05,6.05,1.28,13.28,28.52,3.78,3.84,3.78,44.0,11.0,9.0,64.0,2.0,3.0,0.0,2.0,0.0,8.0,40.0,42.0,53.0,7.0,17.0,142.0,40.0,29.0,17.0,38.0,14.0,3.0,0.9,1.9,1.04,0.0,2.0,0.0,64.0,55.0,55.0,16.0,0.47,1.04,1.04,3.27,3.27,3.27
STL,2022,STL,STL,Team Level,other,59,0.34,0.43,0.41,5901.0,73.56,15.01,4.89,12.84,2.35,37.57,27.34,14.78,15.01,14.78,75.0,25.0,38.0,138.0,17.0,5.0,1.0,16.0,2.0,27.0,33.0,58.0,83.0,3.0,4.0,72.0,13.0,19.0,4.0,50.0,35.0,15.0,1.86,4.64,8.51,2.0,6.0,9.0,138.0,100.0,100.0,2.0,1.36,0.91,0.91,15.46,15.46,15.31,106.46,29.61,7.6,16.65,3.41,54.92,33.8,28.25,29.61,28.25,106.0,40.0,35.0,181.0,31.0,8.0,3.0,14.0,3.0,51.0,39.0,75.0,115.0,3.0,6.0,61.0,14.0,20.0,17.0,62.0,43.0,41.0,2.52,5.54,21.55,4.0,3.0,24.0,181.0,146.0,146.0,8.0,2.22,2.69,3.23,28.6,28.6,27.58
STL,2022,STL,STL,Team Level,all,59,0.44,0.46,0.47,214664.0,1695.74,162.9,118.58,381.32,54.13,940.32,681.75,157.79,162.7,157.6,1704.0,635.0,707.0,3046.0,177.0,125.0,18.0,342.0,66.0,752.0,877.0,1527.0,2162.0,175.0,389.0,1602.0,1380.0,503.0,458.0,1695.0,498.0,146.0,50.65,60.24,52.01,62.0,62.0,53.0,3022.87,2339.0,2327.13,278.0,25.94,27.05,27.06,161.78,161.61,158.85,1951.25,204.44,138.36,443.3,64.17,1063.47,775.25,195.19,205.77,196.49,1921.0,768.0,832.0,3521.0,214.0,192.0,34.0,373.0,50.0,886.0,974.0,1707.0,2475.0,198.0,441.0,1563.0,1175.0,613.0,464.0,1884.0,598.0,207.0,56.35,72.89,75.19,60.0,82.0,72.0,3553.79,2689.0,2706.6,274.0,30.35,41.48,41.48,193.3,194.47,189.68
STL,2022,STL,STL,Team Level,5on5,59,0.45,0.46,0.46,177636.0,1340.49,114.07,90.11,315.02,43.01,738.65,549.14,111.07,113.87,110.88,1346.0,504.0,567.0,2417.0,121.0,100.0,12.0,269.0,55.0,593.0,712.0,1225.0,1729.0,161.0,365.0,1244.0,1321.0,430.0,406.0,1369.0,387.0,94.0,41.86,46.9,25.31,52.0,47.0,22.0,2393.87,1850.0,1838.13,260.0,18.59,21.07,21.21,111.45,111.28,109.78,1559.02,140.04,106.11,371.63,51.64,848.21,632.37,134.36,141.37,135.65,1533.0,617.0,710.0,2860.0,144.0,154.0,24.0,313.0,41.0,696.0,802.0,1389.0,2006.0,186.0,417.0,1241.0,1108.0,524.0,395.0,1556.0,466.0,128.0,46.99,56.72,36.33,49.0,68.0,27.0,2892.79,2150.0,2167.6,242.0,21.96,31.4,30.85,131.15,132.32,129.91
STL,2022,STL,STL,Team Level,4on5,59,0.14,0.13,0.14,13851.0,41.21,4.94,2.23,5.35,1.27,13.11,28.1,4.79,4.94,4.79,43.0,12.0,3.0,58.0,4.0,4.0,1.0,3.0,1.0,13.0,30.0,39.0,51.0,6.0,12.0,112.0,29.0,43.0,14.0,35.0,13.0,7.0,1.0,1.6,2.33,0.0,2.0,2.0,58.0,55.0,55.0,12.0,0.51,1.59,1.59,3.86,3.86,3.83,235.32,29.22,21.89,48.22,7.63,144.46,74.59,27.11,29.22,27.11,229.0,97.0,80.0,406.0,32.0,28.0,5.0,43.0,6.0,126.0,91.0,197.0,294.0,7.0,14.0,131.0,15.0,14.0,29.0,226.0,69.0,31.0,5.54,8.05,15.63,4.0,10.0,18.0,406.0,326.0,326.0,2.0,5.54,6.93,6.93,27.84,27.84,26.5
STL,2022,STL,STL,Team Level,5on4,59,0.84,0.85,0.83,17276.0,240.48,28.88,21.35,48.11,7.51,150.99,77.17,27.15,28.88,27.15,240.0,94.0,99.0,433.0,35.0,16.0,4.0,54.0,8.0,119.0,102.0,205.0,299.0,5.0,8.0,174.0,17.0,11.0,34.0,241.0,63.0,30.0,5.92,7.1,15.86,8.0,7.0,20.0,433.0,334.0,334.0,4.0,5.48,3.49,3.35,31.02,31.02,29.94,50.45,5.57,2.77,6.8,1.5,15.87,34.49,5.47,5.57,5.47,53.0,14.0,7.0,74.0,7.0,2.0,2.0,3.0,0.0,13.0,42.0,46.0,60.0,2.0,4.0,130.0,38.0,55.0,23.0,40.0,20.0,7.0,1.3,2.59,1.68,3.0,1.0,3.0,74.0,67.0,67.0,22.0,0.62,0.47,0.47,5.71,5.71,5.68
